aaron,ˈɛɹən
myrtle,ˈmɝtəl
myself,ˌmajˈsɛlf
myspace,ˈmajˌspejs
mysterious,mɪˈstɪɹiəs
mystery,ˈmɪstɝi
myth,ˈmɪθ
nail,ˈnejl
nails,ˈnejlz
naked,ˈnejkəd
name,ˈnejm
named,ˈnejmd
namely,ˈnejmli
names,ˈnejmz
namibia,nəˈmɪbiə
nancy,ˈnænsi
nano,ˈnænow
naples,ˈnejpəlz
narrative,ˈnæɹətɪv
narrow,ˈnæɹow
nasa,ˈnæsə
nascar,ˈnæsˌkɑɹ
nasdaq,ˈnæzdæk
nashville,ˈnæʃvɪl
nasty,ˈnæsti
nathan,ˈnejθən
nation,ˈnejʃən
national,ˈnæʃənəl
nationally,ˈnæʃənəli
nations,ˈnejʃənz
nationwide,ˈnejʃənˈwajd
native,ˈnejtɪv
nato,ˈnejtow
natural,ˈnætʃɝəl
naturally,ˈnætʃɝəli
nature,ˈnejtʃɝ
naughty,ˈnɔti
naval,ˈnejvəl
navigate,ˈnævəˌɡejt
navigation,ˈnævəˈɡejʃən
navigator,ˈnævəˌɡejtɝ
navy,ˈnejvi
nba,ˈɛnˌbiˈej
nbc,ˈɛnˌbiˈsi
near,ˈnɪɹ
nearby,ˈnɪɹˈbaj
nearest,ˈnɪɹəst
nearly,ˈnɪɹli
nebraska,nəˈbɹæskə
necessarily,ˌnɛsəˈsɛɹəli
necessary,ˈnɛsəˌsɛɹi
necessity,nəˈsɛsəti
neck,ˈnɛk
necklace,ˈnɛkləs
need,ˈnid
needed,ˈnidəd
needle,ˈnidəl
needs,ˈnidz
negative,ˈnɛɡətɪv
negotiation,nɪˌɡowʃiˈejʃən
negotiations,nəˌɡowʃiˈejʃənz
neighbor,ˈnejbɝ
neighborhood,ˈnejbɝˌhʊd
neighbors,ˈnejbɝz
neil,ˈnil
neither,ˈnajðɝ
nelson,ˈnɛlsən
neo,ˈniow
neon,ˈniɑn
nepal,nəˈpɔl
nerve,ˈnɝv
nervous,ˈnɝvəs
nest,ˈnɛst
nested,ˈnɛstəd
net,ˈnɛt
netherlands,ˈnɛðɝləndz
netscape,ˈnɛtˌskejp
network,ˈnɛtˌwɝk
networking,ˈnɛtˌwɝkɪŋ
networks,ˈnɛtˌwɝks
neural,ˈnjʊɹəl
neutral,ˈnutɹəl
nevada,nəˈvædə
never,ˈnɛvɝ
nevertheless,ˌnɛvɝðəˈlɛs
new,ˈnju
newark,ˈnjuɝk
newbie,ˈnuˌbi
newcastle,ˈnuˌkæsəl
newer,ˈnuɝ
newest,ˈnuəst
newfoundland,ˈnufəndlənd
newly,ˈnuli
newman,ˈnumən
newport,ˈnupɔɹt
news,ˈnjuz
newsletter,ˈnuzˌlɛtɝ
newsletters,ˈnuzˌlɛtɝz
newspaper,ˈnuzˌpejpɝ
newspapers,ˈnuzˌpejpɝz
newton,ˈnutən
next,ˈnɛks
nextel,ˈnɛkˌstɛl
nfl,ˈɛˌnɛˈfɛl
niagara,najˈæɡɹə
nicaragua,ˌnɪkɝˈɑɡwə
nice,ˈnajs
nicholas,ˈnɪkələs
nick,ˈnɪk
nickel,ˈnɪkəl
nickname,ˈnɪkˌnejm
nicole,nɪˈkowl
niger,ˈnajdʒɝ
nigeria,najˈdʒɪɹiə
night,ˈnajt
nightlife,ˈnajtˌlajf
nightmare,ˈnajtˌmɛɹ
nights,ˈnajts
nike,ˈnajki
nikon,ˈnajˌkɑn
nil,ˈnɪl
nine,ˈnajn
nintendo,nɪnˈtɛndow
nipple,ˈnɪpəl
nipples,ˈnɪpəlz
nirvana,nɝˈvɑnə
nissan,ˈnisɑn
nitrogen,ˈnajtɹədʒən
no,ˈnow
noble,ˈnowbəl
nobody,ˈnowˌbɑˌdi
node,ˈnowd
nodes,ˈnowdz
noise,ˈnɔjz
nokia,ˈnowkiə
nominated,ˈnɑməˌnejtəd
nomination,ˌnɑməˈnejʃən
nominations,ˌnɑməˈnejʃənz
non,ˈnɑn
none,ˈnən
nonprofit,nɑnˈpɹɑfət
noon,ˈnun
nor,ˈnɔɹ
norfolk,ˈnɔɹfək
norm,ˈnɔɹm
normal,ˈnɔɹməl
normally,ˈnɔɹməli
norman,ˈnɔɹmən
north,ˈnɔɹθ
northeast,ˌnɔɹˈθist
northern,ˈnɔɹðɝn
northwest,ˌnɔɹθˈwɛst
norton,ˈnɔɹtən
norway,ˈnɔɹˌwej
norwegian,ˌnɔɹˈwidʒən
nose,ˈnowz
not,ˈnɑt
note,ˈnowt
notebook,ˈnowtˌbʊk
notebooks,ˈnowtˌbʊks
noted,ˈnowtəd
notes,ˈnowts
nothing,ˈnəθɪŋ
notice,ˈnowtəs
noticed,ˈnowtəst
notices,ˈnowtəsəz
notification,ˌnowtəfəˈkejʃən
notifications,ˌnowtəfəˈkejʃənz
notified,ˈnowtəˌfajd
notify,ˈnowtəˌfaj
notion,ˈnowʃən
notre,ˈnowtɝ
nottingham,ˈnɑtɪŋˌhæm
nova,ˈnowvə
novel,ˈnɑvəl
novels,ˈnɑvəlz
novelty,ˈnɑvəlti
november,nowˈvɛmbɝ
now,ˈnaw
nowhere,ˈnowˌwɛɹ
nuclear,ˈnukliɝ
nude,ˈnud
nudist,ˈnudɪst
nudity,ˈnudɪti
nuke,ˈnuk
number,ˈnəmbɝ
numbers,ˈnəmbɝz
numeric,nuˈmɛɹɪk
numerical,nuˈmɛɹəkəl
numerous,ˈnumɝəs
nurse,ˈnɝs
nursery,ˈnɝsɝi
nurses,ˈnɝsəz
nursing,ˈnɝsɪŋ
nut,ˈnət
nutrition,nuˈtɹɪʃən
nutritional,nuˈtɹɪʃənəl
nuts,ˈnəts
nvidia,ˈɛnˈvɪdiə
nylon,ˈnajˌlɑn
oak,ˈowk
oakland,ˈowklənd
oaks,ˈowks
oasis,owˈejsɪs
obesity,əˈbisəti
obituaries,owˈbɪtʃuˌɛɹiz
object,ˈɑbdʒɛkt
objective,əbˈdʒɛktɪv
objectives,əbˈdʒɛktɪvz
objects,ˈɑbdʒɛkts
obligation,ˌɑbləˈɡejʃən
obligations,ˌɑbləˈɡejʃənz
observation,ˌɑbzɝˈvejʃən
observations,ˌɑbzɝˈvejʃənz
observe,əbˈzɝv
observed,əbˈzɝvd
observer,əbˈzɝvɝ
obtain,əbˈtejn
obtained,əbˈtejnd
obtaining,əbˈtejnɪŋ
obvious,ˈɑbviəs
obviously,ˈɑbviəsli
occasion,əˈkejʒən
occasional,əˈkejʒənəl
occasionally,əˈkejʒənəli
occasions,əˈkejʒənz
occupation,ˌɑkjəˈpejʃən
occupational,ɑkjəˈpejʃənəl
occupations,ˌɑkjəˈpejʃənz
occupied,ˈɑkjəˌpajd
occur,əˈkɝ
occurred,əˈkɝd
occurrence,əˈkɝəns
occurring,əˈkɝɪŋ
occurs,əˈkɝz
ocean,ˈowʃən
october,ɑkˈtowbɝ
odd,ˈɑd
odds,ˈɑdz
oecd,ˌowˌiˌsiˈdi
of,ˈəv
off,ˈɔf
offense,əˈfɛns
offensive,əˈfɛnsɪv
offer,ˈɔfɝ
offered,ˈɔfɝd
offering,ˈɔfɝɪŋ
offerings,ˈɔfɝɪŋz
offers,ˈɔfɝz
office,ˈɔfɪs
officer,ˈɔfəsɝ
officers,ˈɔfəsɝz
offices,ˈɔfəsəz
official,əˈfɪʃəl
officially,əˈfɪʃəli
officials,əˈfɪʃəlz
offline,ˈɔˌflajn
offset,ˈɔfˌsɛt
offshore,ˈɔfˈʃɔɹ
often,ˈɔfən
oh,ˈow
ohio,owˈhajow
oil,ˈɔjl
oils,ˈɔjlz
ok,ˈowˈkej
okay,ˌowˈkej
oklahoma,ˌowkləˈhowmə
old,ˈowld
older,ˈowldɝ
oldest,ˈowldəst
olive,ˈɑləv
oliver,ˈɑləvɝ
olympic,owˈlɪmpɪk
olympics,owˈlɪmpɪks
olympus,owˈlɪmpəs
omaha,ˈowməˌhɑ
oman,owˈmɑn
omega,owˈmejɡə
omissions,owˈmɪʃənz
on,ˈɑn
once,ˈwəns
one,ˈwən
ones,ˈwənz
ongoing,ˈɑnˌɡowɪŋ
onion,ˈənjən
online,ˈɔnˌlajn
only,ˈownli
ontario,ɑnˈtɛɹiow
onto,ˈɑntu
oops,ˈups
open,ˈowpən
opened,ˈowpənd
opening,ˈowpənɪŋ
openings,ˈowpənɪŋz
opens,ˈowpənz
opera,ˈɑpɹə
operate,ˈɑpɝˌejt
operated,ˈɑpɝˌejtəd
operates,ˈɑpɝˌejts
operating,ˈɑpɝˌejtɪŋ
operation,ˌɑpɝˈejʃən
operational,ˌɑpɝˈejʃənəl
operations,ˌɑpɝˈejʃənz
operator,ˈɑpɝˌejtɝ
operators,ˈɑpɝˌejtɝz
opinion,əˈpɪnjən
opinions,əˈpɪnjənz
opponent,əˈpownənt
opponents,əˈpownənts
opportunities,ˌɑpɝˈtunətiz
opportunity,ˌɑpɝˈtunəti
opposed,əˈpowzd
opposite,ˈɑpəzət
opposition,ˌɑpəˈzɪʃən
opt,ˈɑpt
optical,ˈɑptɪkəl
optics,ˈɑptɪks
optimal,ˈɑptəməl
optimization,ɑptəməˈzejʃən
optimize,ˈɑptəˌmajz
optimum,ˈɑptəməm
option,ˈɑpʃən
optional,ˈɑpʃənəl
options,ˈɑpʃənz
or,ˈɔɹ
oracle,ˈɔɹəkəl
oral,ˈɔɹəl
orange,ˈɔɹəndʒ
orbit,ˈɔɹbət
orchestra,ˈɔɹkəstɹə
order,ˈɔɹdɝ
ordered,ˈɔɹdɝd
ordering,ˈɔɹdɝɪŋ
orders,ˈɔɹdɝz
ordinance,ˈɔɹdənəns
ordinary,ˈɔɹdəˌnɛɹi
oregon,ˈɔɹəˌɡɑn
org,ˈɔɹɡ
organ,ˈɔɹɡən
organic,ɔɹˈɡænɪk
organisation,ˌɔɹɡənɪˈzejʃən
organisations,ˌɔɹɡənɪˈzejʃənz
organisms,ˈɔɹɡəˌnɪzəmz
organization,ˌɔɹɡənəˈzejʃən
organizational,ˌɔɹɡənəˈzejʃənəl
organizations,ˌɔɹɡənəˈzejʃənz
organize,ˈɔɹɡəˌnajz
organized,ˈɔɹɡəˌnajzd
organizer,ˈɔɹɡəˌnajzɝ
organizing,ˈɔɹɡəˌnajzɪŋ
orgasm,ˈɔɹɡæzəm
orgy,ˈɔɹdʒi
oriental,ˌɔɹiˈɛnəl
orientation,ˌɔɹiɛnˈtejʃən
oriented,ˈɔɹiˌɛntəd
origin,ˈɔɹədʒən
original,ɝˈɪdʒənəl
originally,ɝˈɪdʒənəli
origins,ˈɔɹədʒɪnz
orlando,ɔɹˈlænˌdow
orleans,ˈɔɹliənz
oscar,ˈɔskɝ
other,ˈəðɝ
others,ˈəðɝz
otherwise,ˈəðɝˌwajz
ottawa,ˈɑtəˌwɑ
ought,ˈɔt
our,ˈawɝ
ours,ˈawɝz
ourselves,awɝˈsɛlvz
out,ˈawt
outcome,ˈawtˌkəm
outcomes,ˈawtˌkəmz
outdoor,ˈawtˌdɔɹ
outdoors,ˈawtˈdɔɹz
outer,ˈawtɝ
outlet,ˈawtˌlɛt
outlets,ˈawtˌlɛts
outline,ˈawtˌlajn
outlined,ˈawtˌlajnd
outlook,ˈawtˌlʊk
output,ˈawtˌpʊt
outputs,ˈawtˌpʊts
outreach,ˈawˌtɹitʃ
outside,ˈawtˈsajd
outsourcing,ˌawtˈsɔɹsɪŋ
outstanding,ˌawtˈstændɪŋ
oval,ˈowvəl
oven,ˈəvən
over,ˈowvɝ
overall,ˈowvɝˌɔl
overcome,ˈowvɝˌkəm
overhead,ˈowvɝˈhɛd
overnight,ˈowvɝˈnajt
overseas,ˈowvɝˈsiz
overview,ˈowvɝvˌju
owen,ˈowən
own,ˈown
owned,ˈownd
owner,ˈownɝ
owners,ˈownɝz
ownership,ˈownɝˌʃɪp
owns,ˈownz
oxford,ˈɑksfɝd
oxide,ˈɑkˌsajd
oxygen,ˈɑksədʒən
oz,ˈɑz
ozone,ˈowˌzown
pa,ˈpɑ
pace,ˈpejs
pacific,pəˈsɪfɪk
pack,ˈpæk
package,ˈpækədʒ
packages,ˈpækədʒəz
packaging,ˈpækɪdʒɪŋ
packard,ˈpækɝd
packed,ˈpækt
packet,ˈpækət
packets,ˈpækɪts
packing,ˈpækɪŋ
packs,ˈpæks
pad,ˈpæd
pads,ˈpædz
page,ˈpejdʒ
pages,ˈpejdʒəz
paid,ˈpejd
pain,ˈpejn
painful,ˈpejnfəl
paint,ˈpejnt
paintball,ˈpejntˌbɑl
painted,ˈpejntɪd
painting,ˈpejntɪŋ
paintings,ˈpejntɪŋz
pair,ˈpɛɹ
pairs,ˈpɛɹz
pakistan,ˈpækɪˌstæn
pal,ˈpæl
palace,ˈpæləs
pale,ˈpejl
palestine,ˈpæləˌstajn
palestinian,ˌpælɪˈstɪniən
palm,ˈpɑlm
palmer,ˈpɑlmɝ
pamela,ˈpæmələ
pan,ˈpæn
panama,ˈpænəˌmɑ
panasonic,ˌpænəˈsɑnɪk
panel,ˈpænəl
panels,ˈpænəlz
panic,ˈpænɪk
panties,ˈpæntiz
pants,ˈpænts
pantyhose,ˈpæntiˌhowz
paper,ˈpejpɝ
paperback,ˈpejpɝˌbæk
paperbacks,ˈpejpɝˌbæks
papers,ˈpejpɝz
papua,ˈpæpjuə
para,ˈpɛɹə
parade,pɝˈejd
paradise,ˈpɛɹəˌdajs
paragraph,ˈpæɹəˌɡɹæf
paragraphs,ˈpæɹəˌɡɹæfs
paraguay,ˈpɛɹəˌɡwej
parallel,ˈpɛɹəˌlɛl
parameter,pɝˈæmətɝ
parameters,pɝˈæmətɝz
parcel,ˈpɑɹsəl
parent,ˈpɛɹənt
parental,pɝˈɛntəl
parenting,ˈpɛɹəntɪŋ
parents,ˈpɛɹənts
paris,ˈpæɹɪs
parish,ˈpæɹɪʃ
park,ˈpɑɹk
parker,ˈpɑɹkɝ
parking,ˈpɑɹkɪŋ
parks,ˈpɑɹks
parliament,ˈpɑɹləmənt
parliamentary,ˌpɑɹləˈmɛnɝi
part,ˈpɑɹt
partial,ˈpɑɹʃəl
partially,ˈpɑɹʃəli
participant,pɑɹˈtɪsəpənt
participants,pɑɹˈtɪsəpənts
participate,pɑɹˈtɪsəˌpejt
participated,pɑɹˈtɪsəˌpejtɪd
participating,pɑɹˈtɪsəˌpejtɪŋ
participation,pɑɹˌtɪsəˈpejʃən
particle,ˈpɑɹtəkəl
particles,ˈpɑɹtəkəlz
particular,ˌpɑˈtɪkjəlɝ
particularly,ˌpɑɹˈtɪkjəlɝli
parties,ˈpɑɹtiz
partition,pɑɹˈtɪʃən
partly,ˈpɑɹtli
partner,ˈpɑɹtnɝ
partners,ˈpɑɹtnɝz
partnership,ˈpɑɹtnɝˌʃɪp
partnerships,ˈpɑɹtnɝˌʃɪps
parts,ˈpɑɹts
party,ˈpɑɹti
paso,ˈpæsow
pass,ˈpæs
passage,ˈpæsədʒ
passed,ˈpæst
passenger,ˈpæsəndʒɝ
passengers,ˈpæsəndʒɝz
passes,ˈpæsəz
passing,ˈpæsɪŋ
passion,ˈpæʃən
passive,ˈpæsɪv
passport,ˈpæsˌpɔɹt
password,ˈpæsˌwɝd
passwords,ˈpæsˌwɝdz
past,ˈpæst
pasta,ˈpɑstə
paste,ˈpejst
pastor,ˈpæstɝ
patch,ˈpætʃ
patches,ˈpætʃəz
patent,ˈpætənt
patents,ˈpætənts
path,ˈpæθ
pathology,pəˈθɑlədʒi
paths,ˈpæðz
patient,ˈpejʃənt
patients,ˈpejʃənts
patio,ˈpætiˌow
patricia,pəˈtɹɪʃə
patrick,ˈpætɹɪk
patrol,pəˈtɹowl
pattern,ˈpætɝn
patterns,ˈpætɝnz
paul,ˈpɔl
pavilion,pəˈvɪljən
pay,ˈpej
payable,ˈpejəbəl
payday,ˈpejˌdej
paying,ˈpejɪŋ
payment,ˈpejmənt
payments,ˈpejmənts
paypal,ˈpejˌpəl
payroll,ˈpejˌɹowl
pays,ˈpejz
pc,ˈpiˈsi
pdf,ˌpiˌdiˈɛf
peace,ˈpis
peaceful,ˈpisfəl
peak,ˈpik
pearl,ˈpɝl
peas,ˈpiz
pediatric,ˌpidiˈætɹɪk
pee,ˈpi
peeing,ˈpiɪŋ
peer,ˈpɪɹ
peers,ˈpɪɹz
pen,ˈpɛn
penalties,ˈpɛnəltiz
penalty,ˈpɛnəlti
pencil,ˈpɛnsəl
pendant,ˈpɛndənt
pending,ˈpɛndɪŋ
penetration,ˌpɛnəˈtɹejʃən
penguin,ˈpɛŋɡwən
peninsula,pəˈnɪnsələ
penis,ˈpinɪs
penn,ˈpɛn
pennsylvania,ˌpɛnsəlˈvejnjə
penny,ˈpɛni
pens,ˈpɛnz
pension,ˈpɛnʃən
pensions,ˈpɛnʃənz
pentium,ˈpɛntiəm
people,ˈpipəl
peoples,ˈpipəlz
pepper,ˈpɛpɝ
per,ˈpɝ
perceived,pɝˈsivd
percent,pɝˈsɛnt
percentage,pɝˈsɛnədʒ
perception,pɝˈsɛpʃən
perfect,ˈpɝˌfɪkt
perfectly,ˈpɝfəkli
perform,pɝˈfɔɹm
performance,pɝˈfɔɹməns
performances,pɝˈfɔɹmənsəz
performed,pɝˈfɔɹmd
performer,pɝˈfɔɹmɝ
performing,pɝˈfɔɹmɪŋ
performs,pɝˈfɔɹmz
perfume,pɝfˈjum
perhaps,pɝˈhæps
period,ˈpɪɹiəd
periodic,ˌpɪɹiˈɑdɪk
periodically,ˌpiɹiˈɑdɪkəli
periods,ˈpɪɹiədz
peripheral,pɝˈɪfɝəl
peripherals,pɝˈɪfɝəlz
perl,ˈpɝl
permanent,ˈpɝmənənt
permission,pɝˈmɪʃən
permissions,pɝˈmɪʃənz
permit,ˈpɝˌmɪt
permits,ˈpɝˌmɪts
permitted,pɝˈmɪtɪd
perry,ˈpɛɹi
persian,ˈpɝʒən
persistent,pɝˈsɪstənt
person,ˈpɝsən
personal,ˈpɝsɪnəl
personality,ˌpɝsəˈnælɪti
personalized,ˈpɝsənəˌlajzd
personally,ˈpɝsənəli
personals,ˈpɝsɪnɪlz
personnel,ˌpɝsəˈnɛl
persons,ˈpɝsənz
perspective,pɝˈspɛktɪv
perspectives,pɝˈspɛktɪvz
perth,ˈpɝθ
peru,pɝˈu
pest,ˈpɛst
pet,ˈpɛt
pete,ˈpit
peter,ˈpitɝ
petersburg,ˈpitɝzbɝɡ
peterson,ˈpitɝsən
petite,pəˈtit
petition,pəˈtɪʃən
petroleum,pəˈtɹowliəm
pets,ˈpɛts
ph,ˈpiˈejtʃ
phantom,ˈfænəm
pharmaceutical,ˌfɑɹməˈsutɪkəl
pharmaceuticals,ˌfɑɹməˈsutɪkəlz
pharmacies,ˈfɑɹməsiz
pharmacology,ˌfɑɹməˈkɑlədʒi
pharmacy,ˈfɑɹməsi
phase,ˈfejz
phases,ˈfejzəz
phd,ˈpiˌejtʃˈdi
phenomenon,fəˈnɑməˌnɑn
phi,ˈfaj
phil,ˈfɪl
philadelphia,ˌfɪləˈdɛlfiə
philip,ˈfɪləp
philippines,ˈfɪləˌpinz
philips,ˈfɪləps
phillips,ˈfɪlɪps
philosophy,fəˈlɑsəfi
phoenix,ˈfinɪks
phone,ˈfown
phones,ˈfownz
photo,ˈfowˌtow
photograph,ˈfowtəˌɡɹæf
photographer,fəˈtɑɡɹəfɝ
photographers,fəˈtɑɡɹəfɝz
photographic,ˌfowtəˈɡɹæfɪk
photographs,ˈfowtəˌɡɹæfs
photography,fəˈtɑɡɹəfi
photos,ˈfowˌtowz
photoshop,ˈfowˌtowˌʃɑp
php,ˈpiˈejtʃˈpi
phrase,ˈfɹejz
phrases,ˈfɹejzəz
physical,ˈfɪzɪkəl
physically,ˈfɪzɪkəli
physician,fəˈzɪʃən
physicians,fəˈzɪʃənz
physics,ˈfɪzɪks
physiology,ˌfɪziˈɑlədʒi
pi,ˈpaj
piano,piˈænə
pic,ˈpɪk
pick,ˈpɪk
picked,ˈpɪkt
picking,ˈpɪkɪŋ
picks,ˈpɪks
pickup,ˈpɪˌkəp
picnic,ˈpɪkˌnɪk
picture,ˈpɪktʃɝ
pictures,ˈpɪktʃɝz
pie,ˈpaj
piece,ˈpis
pieces,ˈpisəz
pierce,ˈpɪɹs
pierre,piˈɛɹ
pig,ˈpɪɡ
pike,ˈpajk
pill,ˈpɪl
pillow,ˈpɪlow
pills,ˈpɪlz
pilot,ˈpajlət
pin,ˈpɪn
pine,ˈpajn
ping,ˈpɪŋ
pink,ˈpɪŋk
pins,ˈpɪnz
pioneer,ˌpajəˈnɪɹ
pipe,ˈpajp
pipeline,ˈpajˌplajn
pipes,ˈpajps
pirates,ˈpajɹəts
piss,ˈpɪs
pissing,ˈpɪˌsɪŋ
pit,ˈpɪt
pitch,ˈpɪtʃ
pittsburgh,ˈpɪtsbɝɡ
pixel,ˈpɪksəl
pixels,ˈpɪksəlz
pizza,ˈpitsə
place,ˈplejs
placed,ˈplejst
placement,ˈplejsmənt
places,ˈplejsəz
placing,ˈplejsɪŋ
plain,ˈplejn
plains,ˈplejnz
plaintiff,ˈplejnəf
plan,ˈplæn
plane,ˈplejn
planes,ˈplejnz
planet,ˈplænət
planets,ˈplænəts
planned,ˈplænd
planner,ˈplænɝ
planners,ˈplænɝz
planning,ˈplænɪŋ
plans,ˈplænz
plant,ˈplænt
plants,ˈplænts
plasma,ˈplæzmə
plastic,ˈplæstɪk
plastics,ˈplæstɪks
plate,ˈplejt
plates,ˈplejts
platform,ˈplætˌfɔɹm
platforms,ˈplætˌfɔɹmz
platinum,ˈplætənəm
play,ˈplej
playback,ˈplejˌbæk
playboy,ˈplejˌbɔj
played,ˈplejd
player,ˈplejɝ
players,ˈplejɝz
playing,ˈplejɪŋ
playlist,ˈplejlɪst
plays,ˈplejz
playstation,ˈplejˌstejʃən
plaza,ˈplæzə
pleasant,ˈplɛzənt
please,ˈpliz
pleased,ˈplizd
pleasure,ˈplɛʒɝ
pledge,ˈplɛdʒ
plenty,ˈplɛni
plot,ˈplɑt
plots,ˈplɑts
plug,ˈpləɡ
plugin,ˈpləɡɪn
plugins,ˈpləɡɪnz
plumbing,ˈpləmɪŋ
plus,ˈpləs
plymouth,ˈplɪməθ
pm,ˈpiˈɛm
pocket,ˈpɑkət
pockets,ˈpɑkəts
pod,ˈpɑd
podcast,ˈpɔdˌkæst
poem,ˈpowəm
poems,ˈpowəmz
poet,ˈpowət
poetry,ˈpowətɹi
point,ˈpɔjnt
pointed,ˈpɔjnəd
pointer,ˈpɔjntɝ
pointing,ˈpɔjntɪŋ
points,ˈpɔjnts
poison,ˈpɔjzən
pokemon,ˈpowkejmən
poker,ˈpowkɝ
poland,ˈpowlənd
polar,ˈpowlɝ
pole,ˈpowl
police,pəˈlis
policies,ˈpɑləsiz
policy,ˈpɑləsi
polish,ˈpɑlɪʃ
polished,ˈpɑlɪʃt
political,pəˈlɪtəkəl
politicians,ˌpɑləˈtɪʃənz
politics,ˈpɑləˌtɪks
poll,ˈpowl
polls,ˈpowlz
pollution,pəˈluʃən
polo,ˈpowlow
poly,ˈpɑli
polyester,ˌpɑˌliˈɛstɝ
polymer,ˈpɑləmɝ
polyphonic,ˌpɑˌlɪˈfɑnɪk
pond,ˈpɑnd
pontiac,ˈpɑniˌæk
pool,ˈpul
pools,ˈpulz
poor,ˈpuɹ
pope,ˈpowp
popular,ˈpɑpjəlɝ
popularity,ˌpɑpjəˈlɛɹəti
population,ˌpɑpjəˈlejʃən
populations,ˌpɑpjəˈlejʃənz
porcelain,ˈpɔɹsələn
pork,ˈpɔɹk
porn,ˈpɔɹn
porno,ˈpɔɹnow
porsche,ˈpɔɹʃ
port,ˈpɔɹt
portable,ˈpɔɹtəbəl
portal,ˈpɔɹtəl
porter,ˈpɔɹtɝ
portfolio,pɔɹtˈfowliˌow
portion,ˈpɔɹʃən
portions,ˈpɔɹʃənz
portland,ˈpɔɹtlənd
portrait,ˈpɔɹtɹət
portraits,ˈpɔɹtɹəts
ports,ˈpɔɹts
portsmouth,ˈpɔɹtsməθ
portugal,ˈpɔɹtʃəɡəl
portuguese,ˈpɔɹtʃəˌɡiz
pose,ˈpowz
posing,ˈpowzɪŋ
position,pəˈzɪʃən
positioning,pəˈzɪʃənɪŋ
positions,pəˈzɪʃənz
positive,ˈpɑzətɪv
possess,pəˈzɛs
possession,pəˈzɛʃən
possibilities,ˌpɑsəˈbɪlətiz
possibility,ˌpɑsəˈbɪləˌti
possible,ˈpɑsəbəl
possibly,ˈpɑsəbli
post,ˈpowst
postage,ˈpowstədʒ
postal,ˈpowstəl
postcard,ˈpowˌskɑɹd
postcards,ˈpowˌskɑɹdz
posted,ˈpowstɪd
poster,ˈpowstɝ
posters,ˈpowstɝz
posting,ˈpowstɪŋ
postings,ˈpowstɪŋz
posts,ˈpowsts
potato,pəˈtejˌtow
potatoes,pəˈtejtowz
potential,pəˈtɛnʃəl
potentially,pəˈtɛnʃəli
potter,ˈpɑtɝ
pottery,ˈpɑtɝi
poultry,ˈpowltɹi
pound,ˈpawnd
pounds,ˈpawndz
pour,ˈpɔɹ
poverty,ˈpɑvɝti
powder,ˈpawdɝ
powell,ˈpawəl
power,ˈpawɝ
powered,ˈpawɝd
powerful,ˈpawɝfəl
powerpoint,ˈpawɝˌpɔjnt
powers,ˈpawɝz
ppm,ˈpiˈpiˈɛm
pr,ˈpiˈɑɹ
practical,ˈpɹæktəkəl
practice,ˈpɹæktəs
practices,ˈpɹæktəsəz
practitioner,pɹækˈtɪʃənɝ
practitioners,pɹækˈtɪʃənɝz
prague,ˈpɹɑɡ
prairie,ˈpɹɛɹi
praise,ˈpɹejz
pray,ˈpɹej
prayer,ˈpɹejɝ
prayers,ˈpɹejɝz
pre,ˈpɹi
preceding,pɹiˈsidɪŋ
precious,ˈpɹɛʃəs
precipitation,pɹɪˌsɪpɪˈtejʃən
precise,pɹiˈsajs
precisely,pɹiˈsajsli
precision,pɹiˈsɪʒən
predict,pɹiˈdɪkt
predicted,pɹiˈdɪktɪd
prediction,pɹiˈdɪkʃən
predictions,pɹiˈdɪkʃənz
prefer,pɹəˈfɝ
preference,ˈpɹɛfɝəns
preferences,ˈpɹɛfɝənsɪz
preferred,pɹəˈfɝd
prefers,pɹəˈfɝz
prefix,ˈpɹifɪks
pregnancy,ˈpɹɛɡnənsi
pregnant,ˈpɹɛɡnənt
preliminary,pɹiˈlɪməˌnɛɹi
premier,pɹɛˈmɪɹ
premiere,pɹɛˈmɪɹ
premises,ˈpɹɛməsəz
premium,ˈpɹimiəm
prep,ˈpɹɛp
prepaid,pɹiˈpejd
preparation,ˌpɹɛpɝˈejʃən
prepare,pɹiˈpɛɹ
prepared,pɹiˈpɛɹd
preparing,pɝˈpɛɹɪŋ
prerequisite,pɹiˈɹɛkwəzət
prescribed,pɹisˈkɹajbd
prescription,pɹəsˈkɹɪpʃən
presence,ˈpɹɛzəns
present,ˈpɹɛzənt
presentation,ˌpɹɛzənˈtejʃən
presentations,ˌpɹɛzənˈtejʃənz
presented,pɝˈzɛnəd
presenting,pɹiˈzɛntɪŋ
presently,ˈpɹɛzəntli
presents,ˈpɹɛzənts
preservation,ˌpɹɛzɝˈvejʃən
preserve,pɹəˈzɝv
president,ˈpɹɛzəˌdɛnt
presidential,ˌpɹɛzəˈdɛnʃəl
press,ˈpɹɛs
pressed,ˈpɹɛst
pressing,ˈpɹɛsɪŋ
pressure,ˈpɹɛʃɝ
preston,ˈpɹɛstən
pretty,ˈpɹɪti
prevent,pɹiˈvɛnt
preventing,pɹiˈvɛnɪŋ
prevention,pɹiˈvɛnʃən
preview,ˈpɹivˌju
previews,ˈpɹivˌjuz
previous,ˈpɹiviəs
previously,ˈpɹiviəsli
price,ˈpɹajs
priced,ˈpɹajst
prices,ˈpɹajsəz
